pair.n,sp1.english,sp2.english,sp1.treename,sp2.treename,sp1.family,sp2.family2,IT.classif,hybrid.ok,BL.BBS.eBird_Sympatry,BBSe.syntopy1u,BBSe.syntopy2u,BBSe.syntopyOu,logBBSe.syntopy1u,logBBSe.syntopy2u,logBBSe.syntopyOu,patristic.distance,Plumage.mean.score,sp1.guild1,sp1.guild2,sp1.guild3,sp2.guild1,sp2.guild2,sp2.guild3,samefoodtype,samesubstrate,sametechnique,guildoverlap.sum,proportion.shared.axes,sp1.hole.nester,sp2.hole.nester,both.hole.nester,sp1.territory.type,sp2.territory.type,same.territory.type,sp1.habitat.complexity,sp2.habitat.complexity,max.habitat.complexity,sp1.male.bill.len,sp1.female.bill.len,sp2.male.bill.len,sp2.female.bill.len,sp1.mass,sp2.mass,song.pcdists.std,mean.max.xcor,animal,species1,species2,mass.diff.sqrt,bill.diff.sqrt,same.family,both.migratory,both.resident,plumage.diff.sq,sympatry.sq,simple.habitat
371,Alder Flycatcher,Hammond's Flycatcher,Empidonax_alnorum,Empidonax_hammondii,Tyrannidae,Tyrannidae,0,0,0.263631233,0.068881119,0.271284941,0.0047322,-2.539813383,-1.268387099,-4.217719705,14.25806488,0.583333334,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,10.65,10.3,12.7,10.45,8.635809191,0.330737263,Node15,Empidonax_hammondii,Empidonax_alnorum,0.44158806,0.237688747,1,1,0,0.340277779,0.069501427,0
372,Alder Flycatcher,Dusky Flycatcher,Empidonax_alnorum,Empidonax_oberholseri,Tyrannidae,Tyrannidae,0,0,0.130528058,0.394434993,1.806281756,0.013688085,-0.905264265,0.59679142,-3.7427831,14.25806488,0.6875,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,11.2,10.27323087,12.7,10.4,6.984742128,0.312592569,Node15,Empidonax_alnorum,Empidonax_oberholseri,0.446985668,0.078371259,1,1,0,0.47265625,0.017037574,0
373,Alder Flycatcher,Black-and-white Warbler,Empidonax_alnorum,Mniotilta_varia,Tyrannidae,Parulidae,0,0,0.596741321,0.368708985,5.798830048,0.025328818,-0.970987218,1.759379182,-3.343056274,133.723291,3.068181818,insectivoreairsallier,NA,NA,insectivorebarkgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,11.95,12,12.7,10.9,10.9872769,0.117750064,Node2,Empidonax_alnorum,Mniotilta_varia,0.390946549,0.242230151,0,1,0,9.413739668,0.356100204,0
374,Alder Flycatcher,Blue-winged Warbler,Empidonax_alnorum,Vermivora_pinus,Tyrannidae,Parulidae,0,0,0.414494871,0.12536474,3.836317084,0.027193331,-1.999782366,1.347116089,-3.291625808,133.723291,2.619047619,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.2690027,11.24013975,11.36182093,11.21750617,12.7,8.9,10.98758439,0.036350194,Node2,Vermivora_pinus,Empidonax_alnorum,0.596280737,0.090569647,0,1,0,6.859410431,0.171805998,0
375,Alder Flycatcher,Golden-winged Warbler,Empidonax_alnorum,Vermivora_chrysoptera,Tyrannidae,Parulidae,0,0,0.709307526,0.22869455,5.083306261,0.019941188,-1.432570578,1.62792718,-3.508520221,133.723291,3.5,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.2690027,11.24013975,11.29,11.21,12.7,8.75,10.59104835,0.142974311,Node2,Vermivora_chrysoptera,Empidonax_alnorum,0.610367343,0.043145632,0,1,0,12.25,0.503117166,0
376,Alder Flycatcher,Nashville Warbler,Empidonax_alnorum,Vermivora_ruficapilla,Tyrannidae,Parulidae,0,0,0.69121791,0.029958048,0.486364626,0.006965556,-3.219925175,-0.700444489,-4.076570108,133.723291,3.354166667,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.55,9.25,12.7,8.1,9.569728095,0.310024451,Node2,Empidonax_alnorum,Vermivora_ruficapilla,0.670625031,0.406834952,0,1,0,11.25043403,0.477782199,0
377,Alder Flycatcher,Orange-crowned Warbler,Empidonax_alnorum,Vermivora_celata,Tyrannidae,Parulidae,0,0,0.380644174,0.090276194,0.631162528,0.013166324,-2.29982696,-0.4444723,-3.765055607,133.723291,3.375,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,11.2,11.1,12.7,8.9,10.13733603,0.244648901,Node2,Vermivora_celata,Empidonax_alnorum,0.596280737,0.078371259,0,1,0,11.390625,0.144889987,0
378,Alder Flycatcher,Tennessee Warbler,Empidonax_alnorum,Vermivora_peregrina,Tyrannidae,Parulidae,0,0,0.810835151,0.200606536,3.06186005,0.025371949,-1.557763645,1.122283258,-3.341836174,133.723291,2.095238095,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.9,9.9,12.7,8.9,9.840591984,0.138348263,Node2,Empidonax_alnorum,Vermivora_peregrina,0.596280737,0.359890366,0,1,0,4.390022675,0.657453642,0
379,Alder Flycatcher,Northern Parula,Empidonax_alnorum,Parula_americana,Tyrannidae,Parulidae,0,0,0.383396065,0.119632939,0.928399833,0.028311958,-2.043048368,-0.06357916,-3.261993212,133.723291,3.241071429,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.764492784,9.620178025,12.7,7.5,9.911619067,0.213894585,Node2,Parula_americana,Empidonax_alnorum,0.725740293,0.378554107,0,1,0,10.50454401,0.146992543,0
380,Alder Flycatcher,Cape May Warbler,Empidonax_alnorum,Dendroica_tigrina,Tyrannidae,Parulidae,0,0,0.889911801,0,0,0,-4.605170186,-4.605170186,-4.605170186,133.723291,3.055555556,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.8,7.9,12.7,10.05,12.11256273,0.091139851,Node2,Empidonax_alnorum,Dendroica_tigrina,0.48376581,0.373729109,0,1,0,9.336419756,0.791943014,0
381,Alder Flycatcher,Yellow Warbler,Empidonax_alnorum,Dendroica_petechia,Tyrannidae,Parulidae,0,0,0.919136499,0.374436126,3.158377419,0.080284028,-0.955977626,1.153219602,-2.404794711,133.723291,3.541666667,insectivoreairsallier,NA,NA,insectivorelowercanopy/shrubgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,10.82633614,10.68562925,12.7,9.4,9.405665122,0.252788693,Node2,Empidonax_alnorum,Dendroica_petechia,0.548536511,0.200185253,0,1,0,12.54340278,0.844811904,0
382,Alder Flycatcher,(Myrtle Warbler) Yellow-rumped Warbler,Empidonax_alnorum,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.76363092,0.1007702,0.79331233,0.029928014,-2.200297494,-0.219011687,-3.220677096,133.723291,2.9375,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.586111111,9.4,12.7,11.8,9.312219813,0.364907059,Node2,Dendroica_coronata,Empidonax_alnorum,0.271113375,0.402169791,0,1,0,8.62890625,0.583132182,0
383,Alder Flycatcher,(Audubon's Warbler) Yellow-rumpedWarbler,Empidonax_alnorum,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.238905016,0.11553316,0.236218989,0.005724813,-2.075185332,-1.40153394,-4.152515368,133.723291,2.975409836,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.586111111,9.4,12.7,12.1,9.312219813,0.364907059,Node2,Dendroica_coronata,Empidonax_alnorum,0.219992138,0.402169791,0,1,0,8.853063692,0.057075607,0
384,Alder Flycatcher,Magnolia Warbler,Empidonax_alnorum,Dendroica_magnolia,Tyrannidae,Parulidae,0,0,0.81460639,0.109442878,0.874142943,0.026550258,-2.12491703,-0.123136529,-3.309067034,133.723291,3.238095238,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoregroundgleaner,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.414285714,8.87,12.7,8.15,9.695038941,0.412022185,Node2,Dendroica_magnolia,Empidonax_alnorum,0.66602107,0.424060774,0,1,0,10.48526077,0.663583571,0
385,Alder Flycatcher,Chestnut-sided Warbler,Empidonax_alnorum,Dendroica_pensylvanica,Tyrannidae,Parulidae,0,0,0.750981159,0.225662177,2.184552283,0.05883107,-1.445355953,0.785978054,-2.676100037,133.723291,3.258928572,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.783333334,9.4,12.7,9.3,9.700458247,0.247292337,Node2,Dendroica_pensylvanica,Empidonax_alnorum,0.558200316,0.375999435,0,1,0,10.62061544,0.563972701,0
386,Alder Flycatcher,Blackburnian Warbler,Empidonax_alnorum,Dendroica_fusca,Tyrannidae,Parulidae,0,0,0.806965881,0.061278368,0.883159763,0.01502477,-2.641162392,-0.112989808,-3.687889145,133.723291,2.848214286,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.9,11.10980392,12.7,9.75,10.25900479,0.109767051,Node2,Dendroica_fusca,Empidonax_alnorum,0.514134913,0.359890366,0,1,0,8.112324619,0.651193933,0
387,Alder Flycatcher,Black-throated Green Warbler,Empidonax_alnorum,Dendroica_virens,Tyrannidae,Parulidae,0,0,0.769213852,0.090617582,0.538814351,0.017369431,-2.296428265,-0.599995053,-3.598328545,133.7232911,2.4375,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,12.8,12.7,12.7,8.7,9.734161273,0.255866735,Node2,Empidonax_alnorum,Dendroica_virens,0.615043875,0.35691643,0,1,0,5.94140625,0.59168995,0
388,Alder Flycatcher,Townsend's Warbler,Empidonax_alnorum,Dendroica_townsendi,Tyrannidae,Parulidae,0,0,0.369366598,0.006818182,0.019705728,0.000266633,-4.085294716,-3.51641539,-4.578856157,133.723291,2.642857143,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,8.931103603,8.931103603,12.7,8.85,8.942156844,0.388296025,Node2,Dendroica_townsendi,Empidonax_alnorum,0.600986301,0.482198985,0,1,0,6.984693878,0.136431684,0
389,Alder Flycatcher,Pine Warbler,Empidonax_alnorum,Dendroica_pinus,Tyrannidae,Parulidae,0,0,0.36436984,0.029203515,0.486007928,0.006286397,-3.238988868,-0.701163369,-4.117425059,133.723291,2.0625,insectivoreairsallier,NA,NA,insectivorebarkgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,12.05,11.575,12.7,11.2,10.12053932,0.389988393,Node2,Empidonax_alnorum,Dendroica_pinus,0.354525338,0.258860633,0,1,0,4.25390625,0.13276538,0
390,Alder Flycatcher,Ovenbird,Empidonax_alnorum,Seiurus_aurocapilla,Tyrannidae,Parulidae,0,0,0.585447013,0.222053406,5.701270393,0.017029951,-1.460787736,1.742441485,-3.610809731,133.723291,2.756944445,insectivoreairsallier,NA,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,0,1,0.166666667,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,9.578567814,9.578567814,12.7,18.46666667,7.868079919,0.263334395,Node2,Empidonax_alnorum,Seiurus_aurocapilla,0.611853995,0.403147305,0,1,0,7.600742673,0.342748205,0
391,Alder Flycatcher,Northern Waterthrush,Empidonax_alnorum,Seiurus_noveboracensis,Tyrannidae,Parulidae,0,0,0.70369949,0.247998642,5.308934262,0.036234194,-1.354800958,1.671272957,-3.074035625,133.723291,3.0625,insectivoreairsallier,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.2690027,11.24013975,13.98212018,13.5491759,12.7,16.3,8.021473829,0.357730029,Node2,Empidonax_alnorum,Seiurus_noveboracensis,0.499562923,0.464460494,0,1,0,9.37890625,0.495192972,0
392,Alder Flycatcher,Kentucky Warbler,Empidonax_alnorum,Oporornis_formosus,Tyrannidae,Parulidae,0,0,0.117349062,0.25,4.385964912,0.004385965,-1.347073648,1.480687055,-4.2415022,133.723291,3.579365079,insectivoreairsallier,NA,NA,insectivoregroundgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,11.8,11.62021596,12.7,14,9.037547911,0.384578437,Node2,Oporornis_formosus,Empidonax_alnorum,0.312178372,0.214577955,0,1,0,12.81185437,0.013770802,0
393,Alder Flycatcher,Mourning Warbler,Empidonax_alnorum,Oporornis_philadelphia,Tyrannidae,Parulidae,0,0,0.829934554,0.343668947,5.489764114,0.011160231,-1.039393981,1.704705203,-3.855631755,133.723291,3.25,insectivoreairsallier,NA,NA,insectivoregroundgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,11.4,11.4,12.7,11.68333333,9.483143317,0.441118802,Node2,Empidonax_alnorum,Oporornis_philadelphia,0.288857524,0.10750592,0,1,0,10.5625,0.688791364,0
394,Alder Flycatcher,MacGillivray's Warbler,Empidonax_alnorum,Oporornis_tolmiei,Tyrannidae,Parulidae,0,0,0.177797546,0.136370072,0.406352071,0.011705091,-1.921617125,-0.876224052,-3.830208438,133.723291,3.3125,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,10.9,10.9,12.7,10.4,8.913768349,0.360810289,Node2,Oporornis_tolmiei,Empidonax_alnorum,0.446985668,0.182463814,0,1,0,10.97265625,0.031611967,0
395,Alder Flycatcher,Common Yellowthroat,Empidonax_alnorum,Geothlypis_trichas,Tyrannidae,Parulidae,0,0,0.813229764,0.395203866,4.825332027,0.053277672,-0.903364966,1.575949798,-2.760222745,133.723291,2.75,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,2,2,11.2690027,11.24013975,11.08717949,9.25,12.7,9.283333333,9.58709975,0.444706629,Node2,Geothlypis_trichas,Empidonax_alnorum,0.559804712,0.127539769,0,1,0,7.5625,0.661342649,0
396,Alder Flycatcher,Wilson's Warbler,Empidonax_alnorum,Wilsonia_pusilla,Tyrannidae,Parulidae,0,0,0.483252032,0.120900372,1.266508916,0.016343987,-2.033318764,0.244128942,-3.636515227,133.723291,3.008928572,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,2,2,2,11.2690027,11.24013975,8.083225806,7.776585528,12.7,7.2,9.803508435,0.287627244,Node2,Empidonax_alnorum,Wilsonia_pusilla,0.753339875,0.576424155,0,1,0,9.053651151,0.233532526,0
397,Alder Flycatcher,American Redstart,Empidonax_alnorum,Setophaga_ruticilla,Tyrannidae,Parulidae,0,0,0.568253204,0.158538995,1.433481335,0.039141467,-1.780588132,0.36705779,-3.013052059,133.723291,3.535714286,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,8.5,8.8,12.7,8.25,10.2553452,0.194525848,Node2,Setophaga_ruticilla,Empidonax_alnorum,0.656801944,0.531026995,0,1,0,12.50127551,0.322911704,0
398,Alder Flycatcher,Golden-crowned Kinglet,Empidonax_alnorum,Regulus_satrapa,Tyrannidae,Regulidae,0,0,0.539123724,0.056637444,0.626957153,0.007963137,-2.708488637,-0.451052889,-4.019433565,133.723291,2.544642857,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,2,3,3,11.2690027,11.24013975,6.88,6.88,12.7,6.2,9.107579789,0.213902476,Node2,Empidonax_alnorum,Regulus_satrapa,0.846789644,0.702450839,0,1,0,6.47520727,0.29065439,0
399,Least Flycatcher,Hammond's Flycatcher,Empidonax_minimus,Empidonax_hammondii,Tyrannidae,Tyrannidae,0,0,0.272179598,0.049242424,0.505140693,0.002087709,-2.826117372,-0.663315225,-4.415566128,9.831316436,0.625,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,9.8,9.9,10.65,10.3,10,10.45,5.185238893,0.406169772,Node16,Empidonax_minimus,Empidonax_hammondii,0.209802015,0.288405108,1,1,0,0.390625,0.074081734,0
400,Least Flycatcher,Dusky Flycatcher,Empidonax_minimus,Empidonax_oberholseri,Tyrannidae,Tyrannidae,0,0,0.288192081,0.098644041,2.298203629,0.013566726,-2.21967842,0.836469572,-3.747919477,9.831316437,0.425,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,9.8,9.9,11.2,10.27323087,10,10.4,3.669288032,0.25441026,Node16,Empidonax_minimus,Empidonax_oberholseri,0.1980422,0.365419475,1,1,0,0.180625,0.083054676,0
401,Least Flycatcher,Black-and-white Warbler,Empidonax_minimus,Mniotilta_varia,Tyrannidae,Parulidae,0,0,0.696875049,0.148815817,1.141355457,0.023753271,-1.840010132,0.140939907,-3.388677948,133.723291,3.276785715,insectivoreairsallier,NA,NA,insectivorebarkgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,11.95,12,10,10.9,6.553506732,0.214976126,Node2,Empidonax_minimus,Mniotilta_varia,0.293560379,0.445363776,0,1,0,10.73732462,0.485634834,0
402,Least Flycatcher,Blue-winged Warbler,Empidonax_minimus,Vermivora_pinus,Tyrannidae,Parulidae,0,0,0.569217064,0.036281923,0.673253944,0.004858453,-3.073003826,-0.380888682,-4.20918635,133.723291,2.866071429,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,2,3,9.8,9.9,11.36182093,11.21750617,10,8.9,6.609627447,0.206372151,Node2,Empidonax_minimus,Vermivora_pinus,0.341370497,0.384546886,0,1,0,8.214365436,0.324008066,0
403,Least Flycatcher,Golden-winged Warbler,Empidonax_minimus,Vermivora_chrysoptera,Tyrannidae,Parulidae,0,0,0.805368957,0.116989016,1.284951519,0.004026955,-2.063654684,0.258473257,-4.266774443,133.723291,3.3125,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,2,3,9.8,9.9,11.29,11.21,10,8.75,5.829709848,0.279565937,Node2,Vermivora_chrysoptera,Empidonax_minimus,0.365419475,0.376211367,0,1,0,10.97265625,0.648619157,0
404,Least Flycatcher,Nashville Warbler,Empidonax_minimus,Vermivora_ruficapilla,Tyrannidae,Parulidae,0,0,0.804539634,0.075651085,0.591023611,0.015735689,-2.457473386,-0.509121059,-3.659876573,133.723291,3.330357143,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.55,9.25,10,8.1,5.79332674,0.444490875,Node2,Empidonax_minimus,Vermivora_ruficapilla,0.459043605,0.16075208,0,1,0,11.0912787,0.647284023,0
405,Least Flycatcher,Orange-crowned Warbler,Empidonax_minimus,Vermivora_celata,Tyrannidae,Parulidae,0,0,0.404376193,0.095235566,0.810370993,0.008601295,-2.251553956,-0.197998611,-3.984524077,133.723291,3.1875,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,11.2,11.1,10,8.9,6.030448883,0.373799411,Node2,Vermivora_celata,Empidonax_minimus,0.341370497,0.365419475,0,1,0,10.16015625,0.163520105,0
406,Least Flycatcher,Tennessee Warbler,Empidonax_minimus,Vermivora_peregrina,Tyrannidae,Parulidae,0,0,0.762405084,0.106966775,0.729703824,0.008804372,-2.145865359,-0.301505411,-3.973665883,133.723291,2.410714286,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.9,9.9,10,8.9,5.083990102,0.139623828,Node2,Vermivora_peregrina,Empidonax_minimus,0.341370497,0.100758977,0,1,0,5.811543369,0.581261512,0
407,Least Flycatcher,Northern Parula,Empidonax_minimus,Parula_americana,Tyrannidae,Parulidae,0,0,0.487763291,0.146580636,1.085228341,0.024350195,-1.854184156,0.090962872,-3.371147583,133.7232911,2.857142857,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.764492784,9.620178025,10,7.5,5.336170974,0.434051725,Node2,Empidonax_minimus,Parula_americana,0.536360021,0.060247531,0,1,0,8.163265305,0.237913028,0
408,Least Flycatcher,Cape May Warbler,Empidonax_minimus,Dendroica_tigrina,Tyrannidae,Parulidae,0,0,0.880273674,0.078027551,0.771720448,0.004809657,-2.430105434,-0.246258086,-4.212475811,133.7232911,3.169642857,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.8,7.9,10,10.05,8.313575311,0.099689372,Node2,Dendroica_tigrina,Empidonax_minimus,0.070622528,0,0,1,0,10.04663584,0.774881741,0
409,Least Flycatcher,Yellow Warbler,Empidonax_minimus,Dendroica_petechia,Tyrannidae,Parulidae,1,0,0.927760538,0.465183484,3.893069743,0.181170304,-0.744054267,1.361763357,-1.654590604,133.7232911,3.652777778,insectivoreairsallier,NA,NA,insectivorelowercanopy/shrubgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,10.82633614,10.68562925,10,9.4,4.427684494,0.455073162,Node2,Dendroica_petechia,Empidonax_minimus,0.248747671,0.315593586,0,1,0,13.3427855,0.860739616,0
410,Least Flycatcher,Black-throated Blue Warbler,Empidonax_minimus,Dendroica_caerulescens,Tyrannidae,Parulidae,0,0,0.851984033,0.064588964,0.832478248,0.018339737,-2.595762718,-0.171407435,-3.563490325,133.7232911,3.401785715,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.431578947,9.2,10,10.15,6.41918194,0.433653383,Node2,Dendroica_caerulescens,Empidonax_minimus,0.122018902,0.195752048,0,1,0,11.57214605,0.725876792,0
411,Least Flycatcher,(Myrtle Warbler) Yellow-rumped Warbler,Empidonax_minimus,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.723323875,0.126471536,1.048623293,0.029166381,-1.991639214,0.056969284,-3.239936528,133.7232911,3.25,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.586111111,9.4,10,11.8,5.937287641,0.398062162,Node2,Empidonax_minimus,Dendroica_coronata,0.406834657,0.148549972,0,1,0,10.5625,0.523197428,0
412,Least Flycatcher,(Audubon's Warbler) Yellow-rumpedWarbler,Empidonax_minimus,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.427597127,0.143629392,0.840196682,0.014662523,-1.873212122,-0.162287566,-3.702470475,133.7232911,3.223214286,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.586111111,9.4,10,12.1,5.937287641,0.398062162,Node2,Dendroica_coronata,Empidonax_minimus,0.436600916,0.148549972,0,1,0,10.38911033,0.182839303,0
413,Least Flycatcher,Magnolia Warbler,Empidonax_minimus,Dendroica_magnolia,Tyrannidae,Parulidae,0,0,0.832774882,0.113133329,1.05818216,0.019960893,-2.094487535,0.065958288,-3.507862314,133.7232911,3.401785715,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoregroundgleaner,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.414285714,8.87,10,8.15,5.860044246,0.504008259,Node2,Empidonax_minimus,Dendroica_magnolia,0.452291019,0.200384863,0,1,0,11.57214605,0.693514004,0
414,Least Flycatcher,Cerulean Warbler,Empidonax_minimus,Dendroica_cerulea,Tyrannidae,Parulidae,0,0,0.560724919,0.017361111,0.325742898,0.003963355,-3.59863258,-1.091409596,-4.271318881,133.7232911,2.541666667,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.68625,9.56,10,9.05,5.924149683,0.454589787,Node2,Dendroica_cerulea,Empidonax_minimus,0.315943563,0.10805106,0,1,0,6.460069446,0.314412435,0
415,Least Flycatcher,Chestnut-sided Warbler,Empidonax_minimus,Dendroica_pensylvanica,Tyrannidae,Parulidae,0,0,0.875688747,0.170447332,1.273936165,0.03764037,-1.712316333,0.249930488,-3.044074768,133.7232911,3.142857143,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,9.783333334,9.4,10,9.3,5.026616584,0.488297019,Node2,Empidonax_minimus,Dendroica_pensylvanica,0.269389482,0.041256854,0,1,0,9.877551021,0.766830782,0
416,Least Flycatcher,Bay-breasted Warbler,Empidonax_minimus,Dendroica_castanea,Tyrannidae,Parulidae,0,0,0.894448476,0.056876875,0.608157344,0.003659189,-2.704902037,-0.481012252,-4.293342797,133.7232911,2.9375,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,5,5,1,3,3,3,9.8,9.9,10.36,9.6,10,11.8,7.188191938,0.210773128,Node2,Empidonax_minimus,Dendroica_castanea,0.406834657,0.235732584,0,1,0,8.62890625,0.800038076,0
